gid,img_name,fault_type,fault_name,label,early_conf_mean,early_iou_mean,conf_mean,iou_mean,late_conf_mean,late_iou_mean,conf_delay,iou_delay
70,2009_000119.jpg,0,correct,correct,0.5948777884244919,0.8642916687037913,0.6500977557897568,0.86016232336918,0.671003270149231,0.8688273883864716,0.02,0.0
67,2009_000119.jpg,0,correct,correct,0.46573682129383087,0.6877522746496522,0.6328526115417481,0.8253124307027625,0.7449790894985199,0.9292888769809704,0.02,0.02
68,2009_000119.jpg,0,correct,correct,0.50798679292202,0.7728049041818947,0.6567023384571076,0.8869775197683041,0.6851525634527207,0.9291258189992627,0.04,0.02
69,2009_000119.jpg,0,correct,correct,0.36307530105113983,0.526824579038272,0.5040110272169113,0.6915497511765543,0.6925996899604797,0.8937030548019289,0.02,0.02
72,2008_005494.jpg,0,correct,correct,0.6207444041967392,0.9176013402930419,0.7360186320543289,0.9537930647510435,0.8157907009124756,0.9485094780745899,0.0,0.0
71,2008_005494.jpg,0,correct,correct,0.0626204788684845,0.18148533358657376,0.562461503148079,0.7134866909389339,0.9140565514564514,0.9754890583414628,0.32,0.04
73,2009_000347.jpg,0,correct,correct,0.4899859488010406,0.7615483269207047,0.6474601006507874,0.8901317417009177,0.7477678775787353,0.9787197727301615,0.02,0.02
74,2010_002831.jpg,0,correct,correct,0.06191719174385071,0.16489277158085153,0.4590474271774292,0.6874910374055898,0.789618068933487,0.9172209051336793,0.22,0.02
76,2011_000882.jpg,0,correct,correct,0.3951887130737305,0.6940977045116148,0.6351759672164917,0.8852692815678727,0.909493350982666,0.9708404340802443,0.02,0.0
75,2011_000882.jpg,0,correct,correct,0.06148621439933777,0.16011990815136626,0.4800205284357071,0.6932411844803549,0.8468642652034759,0.9502491064237724,0.32,0.04
77,2008_003677.jpg,0,correct,correct,0.6005076169967651,0.901016869132303,0.6642164814472199,0.9175469442580726,0.7537194311618804,0.9643305238024273,0.0,0.0
78,2008_003677.jpg,0,correct,correct,0.4920264005661011,0.8123412101085421,0.6281241846084594,0.897889861569357,0.7369918406009675,0.9592903553781449,0.02,0.02
79,2008_000875.jpg,0,correct,correct,0.5454895853996277,0.8639940486349417,0.7088320487737656,0.9097857193919368,0.8746366560459137,0.950342425388461,0.04,0.0
81,2010_002615.jpg,0,correct,correct,0.49657213091850283,0.81265476919477,0.6591483807563782,0.9198730089186217,0.7062897682189941,0.9569335774411311,0.02,0.02
83,2009_002416.jpg,2,loc_fault,fault,0.06988827884197235,0.10316823508815205,0.01397765576839447,0.02063364701763041,0.0,0.0,0.02,0.02
82,2009_002416.jpg,0,correct,correct,0.29390113055706024,0.5063678384242369,0.5165346425771713,0.7941774258468781,0.6708907186985016,0.9718745848843365,0.04,0.02
84,2008_008583.jpg,0,correct,correct,0.47412348985672,0.7448500775004014,0.689424529671669,0.8624439337866927,0.8563947796821594,0.901383175382691,0.06,0.02
87,2008_004328.jpg,0,correct,correct,0.5985162615776062,0.8881608786476715,0.7187038516998291,0.9413982794827105,0.8070203304290772,0.9692109680393338,0.0,0.0
85,2008_004328.jpg,0,correct,correct,0.3292317569255829,0.565288316728201,0.6726999813318253,0.8009312189066863,0.9291085839271546,0.9251580534102691,0.04,0.0
86,2008_004328.jpg,0,correct,correct,0.22953729033470155,0.4429049849389909,0.6234867125749588,0.6890213183568583,0.8962116181850434,0.7136527573427544,0.18,0.0
88,2008_004328.jpg,0,correct,correct,0.4096348822116852,0.6337895567777736,0.6751966404914856,0.8293070001810627,0.813562548160553,0.9095664360741729,0.06,0.02
90,2010_001363.jpg,0,correct,correct,0.41601369678974154,0.6841027476944038,0.4122968286275864,0.7019732644208544,0.15777187943458557,0.29197545238945005,0.04,0.04
91,2009_004511.jpg,0,correct,correct,0.43066410422325135,0.7295949636867067,0.6345590651035309,0.9071818496059357,0.7480214059352874,0.954830586217548,0.02,0.02
92,2009_004511.jpg,0,correct,correct,0.038716170191764834,0.06463092005492004,0.0077432340383529665,0.012926184010984007,0.0,0.0,0.08,0.08
94,2008_006902.jpg,0,correct,correct,0.4397305488586426,0.7005048901002732,0.5688648504018784,0.7543281113493735,0.7055192023515702,0.8447434903928098,0.06,0.02
95,2008_001357.jpg,0,correct,correct,0.3586626619100571,0.7462011848925428,0.5578694933652878,0.8485878182148561,0.8518113136291504,0.9752405271970567,0.04,0.02
96,2010_001618.jpg,0,correct,correct,0.24923179149627686,0.41860698631648285,0.43051235437393187,0.5918551141527887,0.6264674335718154,0.7231218982185477,0.06,0.06
101,2010_000492.jpg,0,correct,correct,0.1819905787706375,0.39141933314701427,0.4063191252946854,0.5858518638311141,0.7995127260684967,0.8667161671161114,0.04,0.0
100,2010_000492.jpg,0,correct,correct,0.1941005676984787,0.3340614490956858,0.5221389800310134,0.6248554913101076,0.8826492309570313,0.8871238400719497,0.02,0.02
104,2009_004944.jpg,0,correct,correct,0.4993978351354599,0.8062075164451372,0.6910002529621124,0.8944759548610657,0.7897470891475677,0.9182318038758615,0.04,0.02
105,2010_005391.jpg,0,correct,correct,0.025274702906608583,0.0904802534375021,0.24684646606445312,0.45962230462230486,0.6095409691333771,0.9635244063549061,0.34,0.06
107,2008_008074.jpg,0,correct,correct,0.3697633296251297,0.6110534834361279,0.6257592421770096,0.8343609798180305,0.7997340679168701,0.9116505019779473,0.06,0.02
108,2009_002952.jpg,0,correct,correct,0.5896335959434509,0.9051819356882234,0.6966987574100494,0.9377551786345599,0.7680246770381928,0.9561429823683355,0.0,0.0
109,2009_002952.jpg,0,correct,correct,0.11854619383811951,0.32215734376306615,0.38151038825511935,0.599137672367986,0.7378816664218902,0.9618635787419103,0.36,0.0
110,2009_002952.jpg,0,correct,correct,0.3895233035087585,0.6257546150673582,0.6094542533159256,0.8545281292802565,0.8410842478275299,0.9640302988780969,0.02,0.0
116,2009_002952.jpg,0,correct,correct,0.06816965043544769,0.11355619468354705,0.31948869943618774,0.4657787069037815,0.5761491268873214,0.7727758716229678,0.16,0.06
112,2009_002952.jpg,0,correct,correct,0.1758114904165268,0.3213921570855053,0.3789320254325867,0.5469221492388174,0.6178929269313812,0.8168245916389875,0.12,0.06
111,2009_002952.jpg,0,correct,correct,0.029701316356658937,0.06643477059002326,0.24446895360946655,0.4090799599254232,0.533268877863884,0.8354312529755654,0.18,0.18
115,2009_002952.jpg,0,correct,correct,0.0,0.0,0.08900197505950928,0.16194582568818863,0.33058961629867556,0.5698694813660061,0.32,0.32
113,2009_002952.jpg,0,correct,correct,0.0,0.0,0.013864282369613647,0.022358447690109324,0.03022671937942505,0.057526745145479355,0.46,0.46
120,2009_003006.jpg,0,correct,correct,0.6200818747282029,0.9076219826846016,0.6932138592004776,0.9237572601721376,0.7174081385135651,0.9500441202006391,0.0,0.0
119,2009_003006.jpg,0,correct,correct,0.0,0.0,0.09897363126277924,0.1909207776400779,0.45908536314964293,0.8584320522870804,0.7,0.7
123,2009_002098.jpg,0,correct,correct,0.3234315007925034,0.6225286113812597,0.6599801367521286,0.7839756599083385,0.8568630516529083,0.8558689720718758,0.08,0.0
122,2009_002098.jpg,0,correct,correct,0.296913942694664,0.5323232060589318,0.5440871584415435,0.7349320845654164,0.767261391878128,0.8484922083836801,0.08,0.02
127,2009_002098.jpg,0,correct,correct,0.20800923109054564,0.4955301379735193,0.5832534074783325,0.8005211907063328,0.8384574949741364,0.9060413926454691,0.16,0.02
126,2009_002098.jpg,0,correct,correct,0.28519077599048615,0.6654418614958308,0.6110637259483337,0.7925264200571894,0.8442018270492554,0.8406465404989047,0.08,0.02
128,2009_002098.jpg,0,correct,correct,0.06631211936473846,0.16544967272860495,0.5371147811412811,0.704859930430198,0.9057409942150116,0.9328846611580552,0.36,0.08
136,2011_002790.jpg,0,correct,correct,0.45852922201156615,0.7850715650692529,0.5687921631336212,0.8180500607024959,0.6948041796684266,0.9034078954762224,0.02,0.0
135,2011_002790.jpg,0,correct,correct,0.6301821351051331,0.8140755228438893,0.785132633447647,0.9381402536617298,0.8738119423389434,0.9835351904635182,0.02,0.02
137,2008_006482.jpg,0,correct,correct,0.24989367425441741,0.5541294095393674,0.6004081135988235,0.8318560979272663,0.9127040386199952,0.9804467705129193,0.06,0.02
138,2010_002243.jpg,0,correct,correct,0.2781823515892029,0.6129127184251756,0.5736673671007156,0.8631535398896895,0.8317331492900848,0.9757748345407673,0.04,0.02
139,2008_004802.jpg,0,correct,correct,0.4760928303003311,0.7989627445310694,0.6960636043548584,0.9088452329324725,0.8072396337985992,0.9638726675754746,0.08,0.02
142,2011_003162.jpg,0,correct,correct,0.49638649821281433,0.9450543924988546,0.6777731812000275,0.9616010499271564,0.8836520314216614,0.9813901581991317,0.04,0.0
141,2011_003162.jpg,0,correct,correct,0.5326909303665162,0.9371146892997422,0.6382831007242202,0.9307577749388742,0.7827856242656708,0.9479221010755218,0.04,0.0
140,2011_003162.jpg,0,correct,correct,0.0,0.0,0.34959827959537504,0.495488849646026,0.7653241991996765,0.9152302903153442,0.42,0.3
143,2009_005194.jpg,0,correct,correct,0.1643213748931885,0.2586209866039377,0.3785270708799362,0.5524749203453525,0.5783906668424607,0.8836152603787587,0.04,0.04
144,2009_005194.jpg,1,class_fault,fault,0.0,0.0,0.11777703881263733,0.1876411426785625,0.5135558634996414,0.7721964557073198,0.76,0.76
145,2008_000696.jpg,1,class_fault,fault,0.0,0.0,0.26588376581668854,0.4409142843755245,0.6613008588552475,0.9211945204940374,0.3,0.3
146,2010_004561.jpg,0,correct,correct,0.3173298418521881,0.6524094627111418,0.433974632024765,0.7736855238064632,0.6690719425678253,0.8425498797817212,0.04,0.0
147,2010_004561.jpg,0,correct,correct,0.3044891744852066,0.5113993103971117,0.367438480257988,0.6818484012453249,0.3590916872024536,0.6902591655284239,0.04,0.04
148,2010_004561.jpg,0,correct,correct,0.09314822256565095,0.17625718716947514,0.5069963002204895,0.7513541725812705,0.792205560207367,0.9616042231980447,0.08,0.08
151,2008_001482.jpg,0,correct,correct,0.41483207046985626,0.8176077245260659,0.5036945700645447,0.8230529184671953,0.5315417617559433,0.8764535805638062,0.0,0.0
150,2008_001482.jpg,0,correct,correct,0.4951558649539948,0.8507849983444092,0.6116499054431915,0.8671074861860236,0.6328542351722717,0.8903376142938045,0.0,0.0
152,2008_001482.jpg,1,class_fault,fault,0.0,0.0,0.17905534863471984,0.30189068764058513,0.5518116354942322,0.9049628119191617,0.66,0.66
153,2010_000815.jpg,1,class_fault,fault,0.0,0.0,0.08357436418533325,0.1899446627122881,0.3911942958831787,0.8571675881277893,0.78,0.78
154,2009_002705.jpg,0,correct,correct,0.24368361234664918,0.5421286388387221,0.2919811719655991,0.6485030629695753,0.45755243897438047,0.9709008499967474,0.0,0.0
155,2009_002705.jpg,0,correct,correct,0.32686620354652407,0.5949547866102427,0.5891450095176697,0.8536129926420776,0.8440294325351715,0.9773092548040643,0.06,0.04
156,2009_002297.jpg,0,correct,correct,0.5325965851545333,0.8579182266826791,0.668979532122612,0.8850088650953437,0.8029880523681641,0.9123303933469797,0.02,0.0
157,2009_002297.jpg,0,correct,correct,0.0732461005449295,0.17052564169677806,0.25533725798130036,0.37146197316546536,0.553370189666748,0.7057450816211837,0.06,0.06
159,2009_001443.jpg,0,correct,correct,0.46166187822818755,0.7093947220911277,0.6720415115356445,0.8890006789934016,0.7961982786655426,0.936242891254437,0.04,0.02
158,2009_001443.jpg,2,loc_fault,fault,0.26059613525867464,0.3358108416054797,0.19719125032424928,0.29445786951799596,0.13090632259845733,0.16164171236594763,0.02,0.02
162,2008_002129.jpg,0,correct,correct,0.5008056640625,0.9539990824380054,0.5558183532953263,0.9643237634002688,0.6718527674674988,0.9687987014581637,0.02,0.0
163,2008_002129.jpg,0,correct,correct,0.19881203770637512,0.48923804521525566,0.5147153776884079,0.7612854808353245,0.8730706334114074,0.9375240893118383,0.04,0.04
167,2009_000176.jpg,0,correct,correct,0.4751093238592148,0.7191166291702443,0.6365397161245346,0.8808040021193453,0.5448428809642791,0.855273289633131,0.02,0.02
165,2009_000176.jpg,0,correct,correct,0.3992371469736099,0.8258878099484568,0.6639590275287628,0.8921568303278663,0.8562138855457306,0.9687068289017263,0.08,0.02
166,2009_000176.jpg,0,correct,correct,0.333032962679863,0.6383293644893522,0.6626553505659103,0.8811417880034944,0.9010483920574188,0.9532935709529882,0.08,0.02
170,2008_008480.jpg,0,correct,correct,0.0,0.0,0.3801847040653229,0.5652410239042451,0.6262530565261841,0.8416540972689541,0.24,0.24
171,2010_005498.jpg,0,correct,correct,0.2576624512672424,0.5671452645281637,0.6094095581769943,0.8807843992478144,0.8035546243190765,0.9624145335567903,0.06,0.04
172,2010_001425.jpg,0,correct,correct,0.41783367395401,0.8269341300117052,0.5893816709518432,0.9318292707723385,0.6429153442382812,0.9883137050819981,0.02,0.0
174,2010_005684.jpg,0,correct,correct,0.5570818811655045,0.8683711680371828,0.725627104640007,0.9130012014717377,0.8558614373207092,0.9277143695343634,0.02,0.0
173,2010_005684.jpg,0,correct,correct,0.6516834735870362,0.8467087140726282,0.7285393810272217,0.9444132766936625,0.8179098546504975,0.9765176633775079,0.02,0.02
175,2008_005675.jpg,0,correct,correct,0.2756662487983704,0.5357486121077524,0.5947222447395325,0.8516465659170167,0.7603318095207214,0.9498717521569592,0.04,0.02
177,2008_003373.jpg,0,correct,correct,0.4572513550519943,0.7374747977226533,0.7292833214998246,0.9089991553065023,0.8369156658649445,0.9490452550578187,0.02,0.02
178,2008_003373.jpg,0,correct,correct,0.2650094091892242,0.49999553375279343,0.42752869963645934,0.7133074056172544,0.46296983659267427,0.7967952569952282,0.02,0.02
179,2011_001855.jpg,0,correct,correct,0.21585184335708618,0.4568254066412766,0.48590638995170593,0.8002599628605702,0.6421429097652436,0.9775475290809105,0.02,0.02
180,2010_002185.jpg,0,correct,correct,0.5118383646011353,0.6787625633510224,0.7036111414432525,0.7930743190817553,0.8088061928749084,0.8291517596034407,0.02,0.02
182,2010_004710.jpg,0,correct,correct,0.0,0.0,0.2780402660369873,0.44707384951785345,0.7077054262161255,0.9788593369433043,0.5,0.5
184,2008_004667.jpg,2,loc_fault,fault,0.0,0.0,0.01266613245010376,0.010253906050023933,0.0,0.0,0.24,0.24
185,2009_000592.jpg,0,correct,correct,0.5161209374666214,0.8123009969166762,0.7490751808881759,0.9194137555290327,0.9388558030128479,0.9456115471675259,0.06,0.02
187,2011_003054.jpg,0,correct,correct,0.6068132758140564,0.8627174355799807,0.6935941827297211,0.913371065305734,0.8089530646800995,0.9471661602860515,0.02,0.0
188,2011_003054.jpg,0,correct,correct,0.560168781876564,0.8196328743324921,0.5388323318958282,0.8762016691188134,0.4932684928178787,0.9142558585984346,0.0,0.0
190,2011_003054.jpg,0,correct,correct,0.5828398257493973,0.8556403613165656,0.6521280378103256,0.8601195859750189,0.6706241726875305,0.9034012044346029,0.02,0.0
191,2010_001698.jpg,0,correct,correct,0.06791021227836609,0.17628446649802795,0.48868521213531496,0.7521957446867669,0.7904653429985047,0.9606600087323433,0.26,0.08
194,2010_000203.jpg,0,correct,correct,0.1523749053478241,0.35878448039379235,0.5620774710178376,0.7583808852015078,0.8898934543132782,0.96792926517312,0.18,0.02
193,2010_000203.jpg,0,correct,correct,0.19491831362247466,0.44643418554400177,0.6248587018251419,0.8392075775028971,0.9325016796588897,0.9692678514784279,0.14,0.02
196,2010_000473.jpg,0,correct,correct,0.0316528856754303,0.07959802635949928,0.4403482902050018,0.59272020119007,0.7047146737575531,0.8481341751909601,0.28,0.18
197,2010_004450.jpg,0,correct,correct,0.0,0.0,0.06868157804012298,0.16322967333566368,0.21808079481124878,0.5259613155141275,0.54,0.54
199,2008_007565.jpg,0,correct,correct,0.45316120982170105,0.8183267199102578,0.5637551593780518,0.8626192168643664,0.6434783220291138,0.8892622638118726,0.0,0.0
198,2008_007565.jpg,0,correct,correct,0.3796334624290466,0.6643971254950585,0.5534616911411285,0.7239394096963921,0.7478375852108001,0.8278777195900593,0.02,0.02
200,2008_007565.jpg,0,correct,correct,0.06557586789131165,0.13893915835198153,0.17526492416858674,0.3733808110667545,0.3639963924884796,0.8145686392758351,0.04,0.04
202,2009_001364.jpg,0,correct,correct,0.1722366839647293,0.46166586476669985,0.527833816409111,0.7964632356872029,0.836995643377304,0.9582290056150782,0.04,0.02
204,2008_006280.jpg,0,correct,correct,0.4929338753223419,0.8063585891837922,0.5834994328022003,0.9193049104191381,0.5613109141588211,0.9556137316230565,0.02,0.02
205,2010_002903.jpg,0,correct,correct,0.5850605517625809,0.9241839574749262,0.7776364403963089,0.9625076532926597,0.8892702281475067,0.9834284514488253,0.02,0.0
206,2010_002903.jpg,0,correct,correct,0.11883860528469085,0.30367049017919856,0.3913849383592606,0.6186703529155243,0.7763534605503082,0.940304030966332,0.28,0.06
207,2009_001801.jpg,0,correct,correct,0.5725434422492981,0.8886625741250336,0.6920331811904907,0.9319907360440767,0.7569887042045593,0.9584995241022913,0.0,0.0
209,2009_001801.jpg,0,correct,correct,0.38669721186161043,0.5796348762322465,0.530143392086029,0.7800346947997031,0.7476419746875763,0.9019585300699582,0.02,0.02
210,2010_000204.jpg,0,correct,correct,0.5519629925489425,0.8803959686678038,0.702126641869545,0.9274878802470125,0.8151453137397766,0.9752079702141513,0.0,0.0
211,2010_000204.jpg,0,correct,correct,0.5386533558368682,0.9158043487176958,0.6647114944458008,0.9355854691735417,0.7836610555648804,0.9488417075878729,0.0,0.0
212,2010_000204.jpg,0,correct,correct,0.48897320330142974,0.7643200788323945,0.5741060024499893,0.8456322641328388,0.7321944892406463,0.9627351488789138,0.02,0.0
215,2008_000297.jpg,0,correct,correct,0.2468617469072342,0.6058439713931318,0.5528225213289261,0.7662785232501852,0.8871790647506714,0.9384737182023632,0.08,0.0
214,2008_000297.jpg,0,correct,correct,0.26904676258564,0.5274579738854392,0.4588427448272705,0.6940941682651106,0.7966385960578919,0.9365935446359293,0.02,0.0
217,2008_000297.jpg,0,correct,correct,0.49968692660331726,0.7497393555084654,0.5716262483596801,0.7859342404564512,0.7045193970203399,0.9276877762369521,0.02,0.0
216,2008_000297.jpg,0,correct,correct,0.2579791933298111,0.5606223507973411,0.5042873859405518,0.8112280510868074,0.7634815335273742,0.9390294607618159,0.02,0.02
218,2008_005636.jpg,0,correct,correct,0.49406242966651914,0.919927908827346,0.6446957033872605,0.9300248817398985,0.7884428918361663,0.9681961981962882,0.02,0.0
220,2010_002179.jpg,0,correct,correct,0.6245041728019715,0.9334109626742959,0.7214680486917495,0.9549038140214968,0.8697482407093048,0.964649876780622,0.02,0.0
221,2010_002179.jpg,0,correct,correct,0.12622928917407988,0.2951679041073057,0.40029840409755707,0.674802532715508,0.5776962369680405,0.911848725276689,0.06,0.04
223,2008_006124.jpg,0,correct,correct,0.6002991437911988,0.9108992464213106,0.6766820788383484,0.9437628149169567,0.7258362412452698,0.9688896799214,0.02,0.0
225,2009_003921.jpg,0,correct,correct,0.3246132701635361,0.6412691701267415,0.6454959446191788,0.8860460722085207,0.9176227867603302,0.9840436925406756,0.06,0.02
227,2009_003790.jpg,0,correct,correct,0.33598420917987826,0.5976329230824897,0.6307590430974961,0.8795245207275699,0.7913890957832337,0.9618790226274477,0.06,0.04
